barcode,ingredient_text
7622210204424,"Harina de _trigo_ 49%, azúcar, grasa de palma, aceite de nabina, cacao magro en polvo 4.5%, jarabe de glucosa, almidón de _trigo_, gasificantes (carbonatos de amonio, carbonatos de sodio), emulgente (lecitinas de _soja_), sal, _leche_ desnatada en polvo, permeato de suero (_leche_), aroma."
80761761,"white chocolate (cocoa butter, sugar, skimmed milk powder, concentrated butter, emulsifier: lecithins (soy), vanillin), sugar, palm oil, wheat flour, skimmed milk powder, whole milk powder, hazelnuts, whey powder, starch, fat reduced cocoa, sunflower oil, milk proteins, emulsifier: lecithins (soy), raising agents (ammonium hydrogen carbonate, sodium hydrogen carbonate), flavourings, salt"
5060283762199,"Lentil flour (30%), potato starch, vegetable oils (sunflower, rapeseed), corn flour, salt."
7622201809638,"Farine de blé, Sucre, Huile de palme, Sirop de glucose-fructose, Œufs, Chocolat en poudre (Sucre, Poudre de cacao), Stabilisants (Glycérol, Sorbitols), Lactosérum en poudre (de Lait), Alcool, Sirop de glucose, Cacao maigre en poudre, Poudres à lever (Carbonates d'ammonium, Diphosphates, Carbonates de sodium), Huile de colza, Graisse de karité, Sel, Arômes, Amidon, Émulsifiants (E472b, E472a, Lécithines de soja, E471), Lait écrémé en poudre, colorant (E160a), Épaississant (Gomme xanthane), Beurre concentré, Correcteurs d'acidité (Citrates de sodium, Acide citrique), Conservateur (Sorbate de potassium)"
6923818881323,
3175681066632,"Farine de blé 57,9%, huile de colza, sucre de canne roux, germe de blé 5,6%, graines de pavot bleu 5%, amidon de blé, fibre de blé, fructose, citrons déshydratés 0,9%, jus concentré de citron, magnésium, amidon de maïs, sucre, poudre à lever: carbonates de sodium, arôme naturel de citron, sel de mer, vitamines (D, B6, B9, E)."
5010265002836,"Wholegrain RYE Flour, RYE Flour, Salt"
5053990127726,"Patate disidratate,  olio di girasole,  farina di frumento, farina di mais, farina di riso, maltodestrina, emulsionante (E471), colorante (norbissina di annatto), sale. palmier."
5060088706534,"Dates 58%, _Cashews_ 15%, Raisins 15%, _Almonds_ 10%, Blueberries 2%, Natural Flavouring"
6111031005538,Merendina
0612322000127,"Organic Wholegrain Oats (74%), Organic Brown Flaxseed (8%), Organic Sunflower Seeds (6%), Organic Sustainable Palm Fruit Oil, Organic Sunflower Oil, Organic Chia Seeds (Salvia hispanica) (2%), Sea Salt, Raising Agent: Sodium Bicarbonate

Contains gluten"
7622210713889,"Céréales 59,7 % [céréales complètes 39,6 % (farine complète de blé 19,8 %, flocons d'avoine 10,6 %, farine complète d'orge 4,9 %, farine complète de seigle 3,3 %, farine complète d'épeautre (blé) 1 %), farine de blé 20,1 %), sucre, huile de colza, pépites de chocolat 8,5 % [sucre, pâte de cacao, huiles végétales (palme et karité en proportions variables), dextrose, beurre de cacao, émulsifiant (lécithines de soja)], miel de fleurs 5 %, sirop de glucose-fructose, minéraux (carbonate de calcium, carbonate de magnésium, fer élémentaire), poudres à lever (carbonates de sodium, diphosphates, carbonates d'ammonium), sel, émulsifiants (lécithines de soja, E472e), arôme, lait écrémé en poudre. Peut contenir oeuf, fruits à coque, sésame."
7622210421968,"Petit beurre 52% Farine de blé 68%, sucre, beurre pâtissier 14%, lait écrémé en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium, diphosphates), sel, correcteur d'acidité (acide citrique).

Chocolat au lait 48% : Sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactosérum en poudre (de lait), beurre pâtissier, émulsifiants (lécithines de soja, E476), arôme.

Peut contenir : fruits à coque."
8410376009392,"Harina de _trigo_ 56%, edulcorante (maltitol), aceite vegetal 16% (girasol alto oleico), fibra de guisante 4%, inulina, oligofructosa, salvado de _trigo_ 1%, gasificantes (carbonato ácido de sodio, carbonato ácido de amonio), emulgente (lecitina de _soja_), sal, aromas."
7622210713780,"grains of 56,6% [wholegrain cereals (up 38,5% (wheat flour full of 19,4%, flakes d' oats is 8,5%, whole-wheat flour d' barley of 6,2%, whole meal flour of rye is 3,4%, spelt wholemeal flour ( wheat), 1%), wheat flour, 18,1%, sugar, chocolate chips, or 12,3% [sugar, cocoa mass, vegetable oils (palm, shea in varying proportions), dextrose, cocoa butter,        emulsifier (lecithins from soya ), rapeseed oil , lean cocoa powder 3%, wheat starch , baking powder (carbonate amonium, diphosphates carbonates of sodium), minerals (calcium carbonate, magnesium carbonate, elemental iron), emulsifiers (e492, lecithins, soy, e472e), salt, skimmed milk powder, flavourings,"
5060283760072,"Wholegrain corn (63%), rapeseed oil, demerara sugar, glazing agent (isomalt), sea salt. Watch out: May contain the occasional un-popped kernel. This pack contains approximately 3 servings. Typical Nutrition Per 100g Per 28g Energy 1944kJ"
4056489471264,"Kakaomasse, Kakaobutter, fettarmes Kakaopulver, Zucker, Emulgator: Lecithine (Soja); Vanilleextrakt.
Kann Spuren von Schalenfrüchten und Milch enthalten."
3017760000062,"Farine de blé, sucre, beurre, lait écrémé en poudre, sel, poudres à lever (carbonates d'ammonium, carbonates de sodium), correcteur d'acidité (acide citrique), arôme."
3336971805021,"lentil flour (38%), corn flour, rice flour, sunflower oil, corn starch, potato starch, maltodextrins, salt, sugar, onion, natural flavor, garlic, dill, chives, green pepper, parsley, acidity regulators: lactic acid and citric acid,"
20713713,"Pâte de cacao' (origine : Équateur), beurre de cacao', sucre, extrait de vanille'. Cacao: 85% minimum. 'issus de l'agriculture biologique. Traces éventuelles de fruits à coque, de céréales contenant du gluten et de lait."
3251490320001,"Farine complète de blé 44,8%, farine de blé 22,7%, sucre de canne roux, huile de colza, germe de blé 5,7%, fibres d'avoine, arômes naturels (extrait de malt d'orge), poudres lever (acide citrique, carbonates d'ammonium), magnésium, émulsifiant : lécithines, sel de mer, antioxydant: extrait naturel riche en tocopherols, amidon de blé, vitamines (E, D, B6, B1, B9)."
7622210100917,"Farine de BLE 42 %, sucre, huile de palme, chocolat au LAIT du pays alpin 6% (sucre, beurre de cacao, LAIT écrémé en poudre, pâte de cacao, lactoserum en poudre (de LAIT), BEURRE pâtissier, émulsifiant (lécithines de SOJA), arome), cacao maigre en poudre 3,2 %, lactosérum en poudre (de LAIT), sirop de glucose, sel, LAIT entier en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium), arome (contient LAIT), émulsifiants (lécithines de SOJA, lécithines de tournesol)"
5050974505259,"rye (flour, bran), toasted seeds & grains (17%)†, salt.
† buckwheat, brown linseed, kibbled soya, sesame seeds, kibbled rye.
made with 87g of rye flour per 100g of product,"
3175681037854,"SPÉCIALITÉS CÉRÉALIÈRES AU SARRASIN, ISSUES DE L'AGRICULTURE BIOLOGIQUE. 4 ingrédients et c'est tout Farine de sarrasin* 72,3g, farine de riz* 37,3g, sucre de canne* roux, sel de mer. (Quantité mise en œuvre pour 100g de produit fini. *Ingrédients issus de l'agriculture biologique."
5060088701478,"Dates 40%, Cashews 40%, Raisins 14%, Cocoa 5%, Orange Oil, Natural Flavouring"
3046920027885,"sucre, pâte de cacao, beurre de cacao, beurre _laitier_ concentré, émulsifiant (lécithine de _soja_), fleur de sel 0,3%.
Cacao : 47% minimum."
5060088706022,"dates 53%, peanuts 46%, sea salt, a hint of natural flavourings"
5000137121994,"Flour (_Wheat_ Flour, Calcium, Iron, Niacin, Thiamin), Vegetable Oil (Palm), Salt, Raising Agent (Sodium Bicarbonate), Yeast."
6111249961466,
20005719,"_Pistaches_, sel 1,8%,
Traces éventuelles d'autres fruits à coque et d'arachides,"
4033634061020,"_Weizenvollkornmehl_ (57%), _Emmentaler_ (13%), Kürbiskerne (10%), natives Olivenöl extra (3%), _Haferflocken_, Sonnenblumenkerne (3%), Leinsaat (3%), _Sesam_ (2%), Meersalz, Hefe, _Gerstenmalzextrakt_."
3228857001316,"Farine de blé 54%, sucre, eau, ceufs frais 9,5%, beurre pâtissier (lait), huile de colza, levure, sel, rhum, arômes (blé), poudre de jaune d'œufs, extraits végétaux à pouvoir colorant (curcuma, paprika), extrait d'acerola. Peut contenir des traces de soja, fruits à coque et graines de sésame."
7622210476104,"Farine de _blé_, sucre, _beurre_, _lait_ écrémé en poudre, sel, poudres à lever (carbonates d'ammonium, carbonates de sodium), correcteur d'acidité (acide citrique), arôme (73 g de farine de blé, 21 g de sucre, 13 g de beurre et 1 g de sel sont utilisés pour 100 g de produit fini)"
8410076610621,"Cacahuètes grillées (18,5%), avoine complète (14%), sirop de glucose, pépites de chocolat (9%) (pâte de cacao, sucre, beurre de cacao, émulsifiant (lecithines (soja)), huiles et graisses végétales (palme, tournesol, colza, karité), extrait de racine de chicorée, sucre, farine de blé, maltodextrine, farine de riz, fructose, cacao maigre en poudre, lactose (lait), morceaux d'amandes (1,3%), humectant (glycérol), sel de cuisine, émulsifiants (lécithines (soja)), beurre de cacahuète (0,75%), dextrose, arômes naturels, miel, antioxydant (extrait riche en tocopherols)."
0061232201948,"Wholegrain _Oats_ (71%), Cheese (15%) (_Milk_), Sustainable Palm Fruit Oil, Sea Salt, Raising Agent: Sodium Bicarbonate."
20005832,"sugar, cocoa mass, cocoa butter, emulsifier (sunflower lecithins), vanilla extract"
20471613,"94% wholegrain  wheat ,  barley  malt extract, sugar, salt, niacin, iron, riboflavin, thiamin, folic acid"
3017760756198,"Farine de blé 34 %, chocolat 33 % (sucre, pâte de cacao, graisses végétales (palme et karité en proportions variables), dextrose, beurre de cacao, lécithines de soja), huile de palme, sucre, poudres à lever (carbonates d'ammonium, carbonates de sodium, diphosphates), sel, colorant (carotènes), arôme, lait écrémé en poudre. Peut contenir des œufs et des fruits à coque."
3168930002987,"Flocons de pommes de terre (65%),amidon,huile de tournesol,sucre,base aromatisante sel de mer (sel de mer, arômes),émulsifiant (lécithine de tournesol),colorant (norbixine de rocou)"
5053990167845,"Kartoffelpüreepulver, Sonnenblumenöl, Weizenmehl, Maismehl, Reismehl, Sauerrahm-Zwiebel-Würzmischung (Zwiebelpulver, Weizenstärke, Maltodextrin), Mononatriumglutamat, Dinatriumguanylat, Dinatriuminosinat, Dextrose, Sonnenblumenöl, Speisesalz, Aromen (Milch), Zucker, Sauerrahmpulver (Milch), Modifizierte Maisstärke, Süßmolkenpulver (Milch), Glucosesirup, Säuerungsmittel, Citronensäure, Milchsäure, Äpfelsäure, Milcheiweiß, Maltodextrin, Emulgator (E471), Salz, Farbstof (Annato, Norbixin)"
7622210713926,"Céréales 69,5 % [céréales complètes 42,4 % (flocons de seigle 17,5 %, flocons d'avoine 15,3 %, gruau d'avoine 6,7 %, farine complète d'épeautre (blé) 1 %, farine complète d'orge 1 %, farine complète de blé 0,9 %), farine de blé 27,1 %], sucre, huile de colza, sucre de canne, poudres à lever (carbonates de sodium, carbonates d'ammonium, diphosphates), minéraux (carbonate de de calcium, carbonate de magnésium, fer élémentaire), sel, sirop de sucre inverti, sirop d'orge malté, émulsifiant (lécithines de soja), lait écrémé en poudre. Peut contenir oeuf, fruits à coque."
7622201444327,fenil
6111259347434,"farine de blé, sucre, huiles végétales, poudre à lever, carbonate de calcium, émulsifiant, sel, arôme, vitamines B1, B2, B3, B6, B9, B12"
20815882,"cocoa mass, lean cocoa powder, cocoa butter, sugar,"
3251491787810,"Farine de blé 59,5%, sucre de canne roux, huile de colza, raisins secs 10%, farine de soja, pâte de raisins 3,3%, fibres de chicorée : fructooligosaccharides, poudres à lever (carbonates de potassium, carbonates d'ammonium), protéines de lait,"
5053990107384,"Kartoffelpüreepulver, pflanzliche Öle (Sonneblume, Mais), Reismehl, _Weizenstärke_, Maismehl, Sauerrahm-Zwiebel-Würzmischung (Geschmackverstärker (Mononatriumglutamat, Dinatriumguanylat, Dinatriuminosinat), Zwiebelpulver, Dextrose, teilweise gehärtetes Sonnenblumenöl, Zucker, Süßmolkenpulver (_Milch_), _Laktose_ (_Milch_), Säuerungsmittel (Citronensäure, Milchsäure, Apfelsäure), Sauerrahmpulver (_Milch_), Aromen (_Milch_), _Milcheiweiß_, Kartoffelstärke, Hefeextrakt), Emulgator (E471), Maltodextrin, Speisesalz, Farbstoff (Anatto)"
7622300689124,"Farine de blé 34 %, chocolat 33 % [sucre, pâte de cacao, graisses végétales (palme et karité en proportions variables), dextrose, beurre de cacao, émulsifiant (lécithines de soja)], huile de palme, sucre, poudres à lever (carbonates d'ammonium, carbonates de sodium, diphosphates), sel, colorant (carotènes), arôme, lait écrémé en poudre."
7614500010013,"Sugar, whole milk powder, cocoa butter, cocoa mass, honey (3%), milk fat, almonds (1,6%), emulsifier (soya lecithin), egg white, flavouring. Cocoa solids 28% minimum. Milk solids 14% minimum."
7622210580092,"cane sugar #, whole milk powder #, cocoa mass #, cocoa butter #, emulsifier (soya lecithins #), vanilla extract #, # ,certified organic, may contain nuts, organic milk chocolate: minimum cocoa solids 37 %, minimum milk solids 24 %,"
3664346305860,"coconut 48%, sugar, cocoa paste, cocoa butter, lean cocoa powder, emulsifier (soy lecithin), flavouring, skimmed milk powder, cocoa: 47% minimum, may contain wheat, barley and nuts"
3229820004334,"Sucre roux de canne*, 
Farine de blé* 19%, 
Pépites de chocolat noir* 17% (sucre de canne*, pâte de cacao*, beurre de cacao*), 
Farine complète de blé* 15%, 
Huile de colza*, 
Noisettes* 7,7%, 
Fibres d'acacia*, 
Amidon de blé*, 
Poudre de lait* écrémé, 
Œuf* entier en poudre, 
Poudre à lever: carbonates d'ammonium, 
Émulsifiant : lécithines* (soja), 
Sel marin. 
Peut contenir des traces d'autres fruits à coque et de graines de sésame. *Ingrédients biologiques."
6111031003756,"Farine de blé, Sucre, Huile végétale hydrogénée (plame), Cacao maigre en poudre, Émulsifiant d Soja' cactoserum en poudre. Poudre à lever (Bicarbonate de sodium), Arôme artificel (vanille), sel. CONTIENT: BLE, GLUTEN, SOJA, LAIT"
3760049796384,"Farine de BLÉ *50 %, eau, huile de colza, graines de tournesol décortiquées 4,6 %, graines de millet décortiquées 1,8 %, graines de lin brun 1,8%, semoule de BLÉ dur 1,6 %, levains de BLÉ dévitalisés, sel, arôme naturel (contient alcool), graines de pavot bleu 0,7 %, flocons d'AVOINE 0,7 %, levure, vinaigre, graines de quinoa 0,4 %, graines d'amarante 0,4%, conservateur : propionate de calcium, levure désactivée, farine de BLÉ d'épeautre 0,3 %, GLUTEN DE BLÉ , farine de SEIGLE 0,2%, farine d'ORGE maltée torréfiée 0,1%, farine de BLÉ malté torréfié 0,1%, antioxydant : acide ascorbique. Traces éventuelles d'œufs, soja, lait, moutarde et graines de sésame. * Ingrédient issu du commerce équitable français."
3362600017619,"Farine de froment, sucre, huile végétale, œufs pasteurisés, dextrose, sorbitol, glycérine, Sucre inverti, poudre de cacao, poudre de lait, poudre de lactosérum, agents levants (pyrophosphate de sodium bicarbonate de sodium), sel, sorbate de potassium, acidifiant d'acide citrique), emulsifiant (lecithine de soja), aromes, contient du gluten, oeufs, lait et ses dérives et lécithine de soja"
8480000142139,"Flocos d'_aveia_ 36%, farinha integral de _trigo_ 21%, açúcar, gordura vegetal (palma), xarope de glicose e frutose, levedantes (hidrogenocarbonato de sódio e hidrogenocarbonato de amónio), sal."
3023470001015,"Farine de BLÉ 66%, sucre, BEURRE 18%, ŒUFS, arôme naturel, sel, poudres à lever : carbonates d'ammonium, carbonates de sodium, LAIT écrémé en poudre"
6111259340060,"Sucre, farine de froment, graisses végétales hydrogénées, sel, acide sorbique, acide tartrique, bicarbonate d'ammonium et de sodium, arôme, cacao en poudre, lécithine de soja et lactosérum."
7622210476241,"Farine de _BLÉ_ 70%, sucre, huile de palme, sirop de glucose-fructose, poudres à lever (carbonates d'ammonium, carbonates de sodium, diphosphates), sel, correcteur d'acidité (acide citrique), arôme.
PEUT CONTENIR OEUF, LAIT, SÉSAME."
3061990143594,Farine de froment 68 % - Sucre - graisse végétale (palme) - amidon de froment - sirop de glucose - poudres à lever : carbonates d'ammonium et de sodium - sel - agent de traitement de la farine : L-cystéine - arôme.
3251491787803,"Farine de blé 62,6%, sucre de canne roux, huile de colza, farine de soja, écorces d'orange confites 5,3% (écorces d'orange, sirop de glucose-fructose, sucre, acidifiant : acide citrique), écorces de citron confites 5,3% (écorces de citron, sirop de glucose-fructose, sucre, acidifiant : acide citrique), fibres de chicorée : fructooligosaccharides, protéines de lait, arôme naturel de mandarine, poudre à lever: carbonates d'ammonium"
20177201,"Какаова маса, захар, какаово масло, глюкозо-фруктозен сироп, оризово брашно, 0,5% концентрат от малиново пюре, емулгатор: лецитин (соев); палмова мазнина, естествен ароматизант, оризово нишесте, сгъстител: пектини; киселина: лимонена киселина; екстракт от ванилия, оцветяващ концентрат от сок от черен морков. Може да съдържа следи от ядки и мляко."
3045140118502,"Sucre, NOISETTES (20%), beurre de cacao, pâte de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), pâte de NOISETTE, arôme."
3175681116832,"Farine de blé 58,1%, édulcorant: maltitols d'origine végétale, huile de colza, amidon de blé, fibre de blé, arômes naturels, émulsifiant : lecithines, poudres à lever (acide citrique, carbonates d'ammonium), sel de mer."
6111259346741,
7622210444141,"Céréales 43,9 % farine de blé 25 %, céréales complètes 16,8 % (sarrasin complet concassé 6,5 %, gruau d'avoine 6,5 %, farine complète d'orge 1 %, farine complète d'épeautre (blé) 1 %, flocons d'avoine 1 %, farine complète de blé 0,8 %), farine de riz 2%, farine de blé malté 0,1 %), pépites de chocolat 11 % [pate de cacao, sucre, émulsifiant (lécithines de sojall huile de colza, sucre, amidon modifié, humectant (glycérol, inuline, isomaltulose****, agent de charge (maltitol), minéraux (carbonate de calcium, carbonate de magnésium, fer élémentaire), émulsifiants (lécithines de soja, E472b, E475), sirop de glucose, sel, poudre à lever (carbonates de sodium), lait écrémé en poudre, gluten de blé, dextrose, arômes. **** lisomaltulose est une source de glucose et de fructose."
6111249960964,100g/ Pochon 504/2118 22 108 6 111249 960964 الوزن الصافي uremballage Net Weight remba mbalagem э
8000500273296,"milk chocolate (sugar, cocoa butter, skimmed milk powder, butter consented, emulsifier: lecithin [soy], vanillin), hazelnuts, sugar, palm oil, wheat flour, whey powder, lean cocoa, emulsifiers: lecithins [soy],baking powder: sodium acid carbonate, salt, vanillin,"
20177218,"Pâte de cacao, sucre, beurre de cacao, sirop de glucose, beurre concentré (lait), émulsifiant : lécithines (tournesol), arôme naturel, sel, extrait de vanille, Chocolat noir : cacao : 70 % minimum,"
3046920029681,"pasta di cacao, cacao magro, burro di cacao, zucchero grezzo di canna, vaniglia. Può contenere frutta a guscio, latte, soia e semi di sesamo"
3178530402728,"_beurre_ 26%, _oeufs_ frais 25%, farine de _blé_ tendre, sucre, sirop de sucre inverti, _amandes_ en poudre. arôme naturel de vanille (contient alcool) et arôme naturel. poudres à lever : carbonates de sodium et citrate de sodium (_blé_), sel,"
6111031005095,"Farine de Blé, Sucre, Huiles Végétales Non-Hydrogénées (Palme), Sirop de Glucose, Cacao Maigre en Poudre, Amidon de Maïs, Poudres à Lever (Bicarbonate de Sodium, Bicarbonate D'ammonium), Emulsifiant (Lécithine de Soja), Sel, Arôme Artificiel (Vanilline)."
5060088705940,"dates 58%, cashews 15%, raisins 15%, almonds 10%, blueberries 2%, natural flavouring"
3034470003107,"Sucre, cocoo fortement dégraissé 21,4%, sel, arôme, vitamine B1"
6111180010414,"Sucre, poudre de cacao (25%), amidon de mais, épaississant: gomme guar, arômes: vanille et chocolat. بودرة مستحضر مشروب الكاكاو سريع التحضير المكونات : سكر مسحوق الكاكاو (25) نشا الذرة مكلف : صمغ كوان نكهات: الفانيلا و الشوكولا Mode d'emploi: Verser 1 à 2 cuillerées à café de la préparation au cacao dans une tasse de lait chaud ou froid. Bien mélanger. طريقة الإستعمال : صب ملعقة أو ملعقتين صغيرتين من خليط الكاكاو في فنجان حليب ساخن أو بارد حركه جيدا 900 يحفظ فى مكان جاف"
20337292,Pistazien 100%
5053990127740,"Kartoffelpüreepulver, Sonnenblumenöl, WEIZENMEHL, Maismehl, Reismehl, Sauerrahm-Zwiebel-Würzmischung (WEIZENSTÄRKE, Geschmacksverstärker {Mononatriumglutamat, Dinatriumguanylat, Dinatriuminosinat}, Zwiebelpulver, Dextrose, Sonnenblumenöl, Speisesalz, modifizierte Maisstärke, Aromen {MILCH}, Maltodextrin, Zucker, Süßmolkenpulver {MILCH}, Sauerrahmpulver {MILCH}, Glukosesirup-Pulver, Säuerungsmittel {Citronensäure, Äpfelsäure}, MILCHEIWEISS), Maltodextrin, Emulgator (E471), Salz, Farbstoff (Annatto Norbixin). Kann Spuren von SOJA enthalten."
5601363006668,"Semoule de mais (73%), huile de maïs, saveur fromage lactose (a partir de la poudre de lactosérum (a partir de lait), poudre de fromage (à partir de lait, préparations aromatisantes et substances aromatisantes, exhausteurs de gout (glutamate monosodique, inosinate disodique et guanylate disodique), chlorure de potassium, arôme de fumée] sucre, sel, colorants (concentré de légumes, extrait de paprika)"
5060482840179,"Gluten Free Oats (44%), Rice Syrup, Coconut Oil, Raisins (8%), Coconut Sugar, Rapeseed Oil, Dried Apple Pieces (5%), Cinnamon (Cassia)."
8410076801197,"whole grain oat flakes (56%), sugar, refined sunflower oil, chocolate chips (7%) (cocoa paste, sugar, emulsifier (soy lecithin), natural vanilla aroma, degreased cocoa powder, honey, salt, cane molasses, emulsifier (sunflower lecithin), gasifier (sodium acid carbonate), natural aroma,"
3229820794532,"Flocons d'avoine* 40%
Farine de blé*
Sucre de canne* non raffiné
Huile de colza*
Billettes de riz* soufflé (farine de riz*, sel)
Fibres d'acacia*
Miel*
Poudre à lever: carbonates d'ammonium
Jaune d'œuf* en poudre
Sel marin
Antioxydant: extraits de romarin*
Peut contenir des traces de lait, de fruits à coque, de graines de sésame et de soja.
*Ingrédients biologiques."
5060198820052,"_Milk_, _rye_ flour, _wheat_ flour, sourdough 11.5% (_rye_ flour, water), _wholewheat_ flour, honey, salt, yeast."
6111017042403,"Masse de cacao, sucre, beurre de cacão, poudre de cacao, éclats de cacao (10%), émulsifiant : lécithine de soja (E322), arôme artificiel : vanilline. Ingredients: Cocoa mass, sugar, cocoa butter, cocoa powder, pieces of cocoa (10%), emulsifier: soya lecithin (E322), artificial flavor: vanillin."
8434165437418,"ENRICHED FLOUR WITH VITAMINS AND MINERAL (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, FOLIC ACDID, HIgh oleic SUNFLOWER OIL 17%, SWEETENER (MALTITOL* 15%), CHICORY ROOT FIBER, SALT, LEAVENING AGENTS (AMMONIUM BICARBONATE, SODIUM BICARBONATE), BARLEY MALT EXTRACT, ARTIFICIAL FLAVOURINGS (VANILLA, COCONUT), N IDENTICAL FLAVOURING (BUTTER), FLOUR TREATMENT AGENT (SODIUM METABISULPHITE). CONTAINS WHEAT, BARLEY, MILK AND SULPHITE. MAY CONTAIN TRACES OF EGG AND SOY. * Excess Consumption may have a laxative effect. Gallel con edulcorante, sin azúcar añadido. INGREDIENTES: HARINA ENRIQUECIDA CON VITAMINAS Y MINERAL (HARINA DE TRIGO, NIACINA, SULFATO FERROSO, TIAMINA CLORHIDRATO, RIBOFLAVINA, ÁCIDO FÓLIÍCO), ACEITE DE GIRASOL ALT 17%, EDULCORANTE (MALTITOL* 15%), FIBRA DE RAÍZ DE ACHICORIA, SAL, AGENTES LEUDANTES (BICARBONATO AMÓNICO, BICARBONATO SÓDICO), EXTRACTO DE MALTA DE CEBÁDA, AROMAS ÁRTIFICIALES (VAINILLA, COCO), AROMA IDÉNTICO (MANTEQUILLA), AGENTE DE TRATAMIENTO DE LA HARINA (METABISULFITO SÓDICO). CONTIENE TRIGO, CEBADA, LECHE Y SULFITO. PUEDE CONTENER TRAZAS DE HUEVO Y SOJA. Un consumo excesivo puede tener efectos سادة بدون سكر مضاف مع محليات ( ماريا) - المكونات دقيق مدعم بالفيتامينات والمعادن دقيق قمح ، نياسين ، سلفات الحديد ، هيدروكلوريد الثيامين ، رايبوفلافين ، حامض الفوليك) ، مادة محلية (شراب 21 ، زيت دوار الشمس عالي حامض الأوليك 17 ، الياف جذور الهندباء ، ملح ، مواد رافعة بيكربونات الصوديوم ، بيكربونات الأمونيوم) ، مستخلص مالت الشعير ، نكهات صناعية ( فانيليا . ، ، استخالف ، (تايلان * وز (هند) ، مادة معالجة للدقيق ( ميتابيسلفيت الصوديوم). يحتوي المنتج على القمح والشعير والسلفيت . قد يحتوي المنتج على آثار البيض والحليب والصويا. الاستهلاك المفرط قد تكون له آثار مدينة . Conduct of Sonic/Producto de Fessão d"
6111017046470,PUR BEURRE DE CACAO Aiguebelle 3420 DÉLICE Noir CHOCOLAT NOIR 55% acão Aiguebelle شوكولاتة سوداء Aiguebelle Aiguebelle
8000500267035,"Grasas vegetales, azúcar, harina de trigo (gluten) 7,5%, humextante (glicerol), jarabe de glucosa y fructosa, cacao magro 5%, huevos pasteurizados 5%, leche descremada en polvo 5%, leche entera reconstituida 4%, dextrosa, sólidos de la leche (suero de leche en polvo), jugo de pera, agua, leche en polvo, aromatizantes, gluten de trigo, emulsionantes (lecitina, mono y diglicéridos), gasificantes (carbonato de amonio, bicarbonato de sodio), manteca de cacao, sal, jugo de limón, pasta de cacao, grasa de la leche anhidra"
8410376009415,"Harina de _trigo_ 47%, chips de chocolate 25% (pasta de cacao, edulcorante (maltitol), manteca de cacao, emulgente (lecitina de _soja_), aromas), aceite vegetal 17% (aceite girasol alto oleico), edulcorantes (maltitol, isomalt), sal, gasificantes (carbonato ácido de amonio, carbonato ácido de sodio), aromas."
3175681257566,"Farine de _blé_ 71,5 % , sucre de canne, huile de tournesol oléique, son de blé, poudres à lever (acide citrique, carbonates de sodium), huile essentielle de citron, gingembre en poudre, sel de mer, *Ingrédients issus de l'agriculture biologique, Fabriqué dans un atelier qui utilise des _fruits à coque_, du _lupin_, des _oeufs_, du _lait_, du _sésame_ et du _soja_,"
3760020508012,"Farine de sarrasin* 80 %, farine de riz*, sel marin.
*Produits issus de l'agriculture biologique."
6111243570138,
4008400260921,"Chocolat supérieur au LAIT 33,5% (sucre, beurre de cacao, LAIT en poudre, pâte de cacao, émulsifiants : lécithines [SOJA] ; vanilline), sucre, LAIT écrémé en poudre 18%, huile de palme, BEURRE concentré, ORGE, riz, FROMENT, BLE (épeautre), sarrasin, émulsifiants (lécithines [SOJA]), vanilline. Sur le total : produits laitiers 31%, céréales 7,5%. Le chocolat utilisé est un chocolat pur beurre de cacao."
5060283760669,"Wholegrain corn (63%), rapeseed oil, demerara sugar, glazing agent (isomalt), sea salt."
8013355999143,"Farine de BLÉ, sucre, chocolat 14,6%* (sucre, pâte de cacao, beurre de cacao, cacao maigre, émulsifiant : lécithine de SOJA), huile de tournesol, BEURRE, sirop de glucose, amidon de BLÉ, poudres à lever (carbonate acide de sodium, carbonate acide d'ammonium), sel, arôme vanilline. *% exprimé sur le produit fini. Peut contenir des traces de FRUITS À COQUE, MOUTARDE, SÉSAME et OEUFS."
8410076610744,"_cacahuètes_ grillées (38%), extrait de racine de chicorée, protéine isolée de _soja_, _amandes_ 9%, sirop de glucose, matière grasse végétale: palme; lactosérum (_lait_), fructose, maltodextrine, huile de tournesol, amidon de tapioca, humectant: glycérol; sel, caramel en poudre (sucre, _lait_ écrémé en poudre), _lait_ écrémé en poudre, émulsifiants: lécithines de tournesol et de _soja_; arômes naturels"
4088600132334,"cocoa mass, cocoa butter, sugar, fat reduced cocoa powder, lecithins ( soya ), vanilla extract"
3700214611548,"Cacao 85% minimum (Pâte de cacao [origine Pérou], beurre de cacao), sucre de canne.

Traces possibles de gluten, de soja, de lait et de fruits à coque."
4008400409627,"Zucker, Palmöl, HASELNÜSSE (13%), MAGERMILCH - PULVER (8,7%), fettarmer Kakao (7,4%), Emulgator Lecithine (SOJA), Vanillin."
